distancia_cm
1.989
1.989
2.007
1.989
1.989
2.007
2.007
2.298
2.418
2.401
2.418
1.989
1.989
2.401
2.418
2.350
2.298
2.401
2.418
2.401
2.401
2.401
1.989
2.418
2.298
2.401
2.401
2.401
2.401
2.401
2.418
2.401
2.315
2.418
2.401
2.401
2.401
2.401
2.418
2.401
2.315
2.401
2.418
2.401
2.418
2.418
2.418
2.401
1.887
2.401
2.418
2.401
1.989
2.401
2.007
2.007
2.298
2.350
2.418
2.418
2.418
1.989
2.418
2.007
2.007
2.315
1.989
2.401
2.418
2.401
2.401
1.989
2.401
2.298
2.418
1.989
2.401
2.418
2.401
1.989
1.989
1.989
1.887
1.989
2.007
2.401
1.989
1.989
1.989
1.989
1.989
1.887
1.989
2.007
1.989
2.401
2.401
1.989
1.989
2.007
1.887
1.989
1.989
1.989
2.007
1.989
2.007
1.989
2.007
1.887
1.989
1.989
1.989
1.989
2.007
1.989
2.007
1.989
1.989
1.887
1.989
1.989
1.989
1.989
1.989
1.989
2.007
1.989
1.887
1.989
1.989
2.007
1.989
2.007
1.989
1.989
1.989
2.315
1.989
2.007
1.989
2.418
1.989
1.989
2.007
1.989
1.887
1.989
2.007
2.007
1.989
2.418
1.989
1.989
1.989
1.887
1.989
1.989
2.007
2.418
2.418
1.989
1.989
1.989
1.887
2.007
2.007
1.989
2.418
1.989
1.989
1.989
1.989
2.007
1.887
1.989
1.989
1.989
2.401
1.989
1.989
2.401
1.989
1.887
2.401
2.007
2.007
2.401
2.418
2.418
2.401
1.887
1.989
1.989
2.007
1.989
1.989
2.418
2.401
1.989
2.298
2.007
1.989
1.989
1.989
2.401
2.007
2.418
2.418
2.298
2.418
2.418
2.401
2.418
2.401
1.989
2.401
1.887
2.401
2.401
2.418
2.401
2.401
1.989
2.418
2.315
2.401
2.401
1.989
2.418
2.418
2.418
1.989
2.298
2.418
2.401
2.401
1.989
2.007
2.418
1.989
1.989
1.887
2.418
2.401
2.401
2.418
2.007
2.007
2.418
1.887
1.989
2.401
1.989
1.989
2.007
1.989
1.989
1.989
1.921
1.887
2.007
2.007
2.418
1.989
2.401
2.418
2.401
2.315
2.007
2.401
2.007
2.401
1.989
2.418
2.401
1.989
1.887
1.989
1.989
1.989
1.989
1.989
2.007
1.989
1.989
1.887
1.989
2.401
1.989
1.989
2.418
2.418
2.418
2.298
2.298
2.418
2.007
1.989
1.989
2.401
1.989
1.989
1.887
2.401
1.989
1.989
1.989
1.989
1.989
1.989
1.989
2.401
1.887
2.007
1.989
2.007
2.401
1.989
2.418
2.401
1.989
1.887
1.989
1.989
1.989
2.007
1.989
1.989
2.007
1.989
1.887
1.989
2.007
1.989
1.989
2.401
1.989
2.007
1.989
1.887
1.989
2.401
2.418
2.418
2.007
1.989
2.418
1.989
1.955
1.989
1.989
1.989
1.989
1.989
2.007
2.007
2.401
1.887
1.989
2.007
1.989
2.007
1.989
1.989
1.989
2.007
1.887
1.989
1.989
1.989
2.007
1.989
2.007
1.989
1.989
1.887
1.887
1.989
1.989
2.007
1.989
1.989
2.007
1.989
2.007
1.887
1.989
1.989
2.007
2.007
2.007
1.989
1.989
1.989
1.887
1.989
1.989
1.989
1.989
1.989
1.989
2.007
1.989
1.989
1.887
1.989
1.989
1.989
1.989
2.007
2.007
1.989
2.007
1.887
1.989
1.989
1.989
1.989
1.989
1.989
1.989
2.007
1.887
2.007
1.989
1.989
1.989
1.989
1.989
1.989
1.989
1.989
2.298
1.989
1.989
2.418
2.401
2.418
2.401
2.401
2.298
2.401
1.989
2.418
1.989
2.401
2.418
2.007
2.007
1.887
1.989
1.989
2.007
1.989
1.989
1.989
1.989
2.007
1.887
1.989
1.989
1.989
1.989
1.989
1.989
1.989
2.007
1.887
1.921
1.989
1.989
1.989
1.989
1.989
2.007
2.007
1.989
1.887
1.989
1.989
1.989
2.007
1.989
1.989
2.418
1.989
1.887
1.989
1.989
1.989
1.989
1.989
1.989
1.989
1.989
1.887
1.989
1.989
2.007
2.007
1.989
2.007
2.401
2.401
1.887
1.989
2.418
2.418
1.989
1.989
2.401
2.418
1.989
2.298
2.418
2.007
1.989
2.007
1.989
2.401
2.007
1.989
1.887
2.007
1.989
2.007
1.989
1.989
1.989
1.989
2.418
1.887
1.989
1.989
2.007
2.007
1.989
2.007
2.007
2.401
1.921
1.887
1.989
1.989
1.989
1.989
1.989
1.989
2.007
1.989
1.887
1.989
1.989
1.989
1.989
1.989
1.989
1.989
1.989
1.887
1.989
2.007
2.007
1.989
2.007
1.989
1.989
1.989
1.887
1.989
1.989
1.989
2.007
1.989
1.989
1.989
1.989
2.007
1.887
1.989
2.007
1.989
2.418
1.989
1.989
2.401
2.401
1.887
2.007
2.007
2.007
1.989
2.401
2.401
2.401
2.007
2.315
1.989
1.989
1.989
1.989
1.989
1.989
2.401
1.989
1.887
1.989
2.007
1.989
1.989
1.989
2.007
2.401
1.989
1.887
2.007
1.989
1.989
1.989
1.989
1.989
1.989
1.989
1.955
1.887
1.989
1.989
1.989
1.989
1.989
2.007
2.007
1.989
1.887
1.989
1.989
2.007
1.989
1.989
2.401
2.401
1.989
2.298
1.989
2.418
2.418
1.989
2.401
1.989
1.989
1.989
2.298
2.401
2.418
2.401
1.989
2.007
1.989
2.401
1.887
1.989
2.418
1.989
2.007
1.989
1.989
1.989
1.989
2.007
1.887
2.007
