distancia_cm
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.049
6.929
7.032
6.929
7.049
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.980
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
6.620
6.929
7.032
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
7.032
6.929
7.049
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
7.032
6.911
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.911
7.049
6.929
7.049
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.049
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.049
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.049
7.032
6.929
7.032
6.929
7.032
7.032
6.946
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.911
7.032
6.929
7.032
7.032
6.929
7.049
6.929
7.032
7.032
6.929
7.032
6.980
6.980
7.032
6.929
7.032
7.032
6.929
7.049
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.049
6.929
7.032
6.929
7.032
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
7.014
6.997
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.049
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
6.980
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.911
7.032
6.929
7.032
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
7.032
7.032
6.929
7.032
6.929
