distancia_cm
17.476
17.013
17.064
17.476
17.476
17.064
17.476
17.476
17.064
17.064
17.064
17.476
17.476
17.064
17.476
17.047
17.013
17.476
17.476
17.493
17.476
17.476
17.442
17.476
17.064
17.476
17.476
17.013
17.064
16.996
16.996
17.064
17.493
17.493
17.013
17.476
17.476
17.476
17.030
17.476
17.013
17.424
16.996
16.996
17.013
17.013
17.013
17.013
17.013
17.013
17.407
17.424
16.996
17.424
16.996
17.013
16.996
17.013
17.013
17.013
17.476
17.013
17.424
17.476
17.013
17.424
17.476
17.476
17.476
17.013
17.476
17.476
17.476
17.013
17.424
17.476
17.013
17.476
17.013
17.013
17.476
17.476
17.476
17.476
17.476
17.476
17.424
17.493
17.476
17.476
17.476
17.476
17.476
17.476
17.476
17.476
17.424
17.013
17.424
16.996
16.996
17.013
17.013
17.013
17.013
17.013
17.013
17.030
17.013
17.013
16.996
17.013
17.407
17.013
17.424
17.013
17.476
17.424
17.476
17.013
17.476
17.424
17.476
17.476
17.013
17.424
17.476
17.424
17.013
17.476
17.476
17.476
17.013
17.030
17.476
17.476
17.476
17.476
17.424
17.424
17.424
17.476
17.476
17.476
17.476
17.476
17.013
17.476
17.013
17.476
17.476
17.493
17.476
17.476
17.476
17.476
17.424
17.476
17.476
17.013
17.424
17.476
17.476
17.476
17.476
17.476
17.476
17.476
17.476
17.476
17.476
17.476
17.424
17.476
17.476
17.476
17.476
17.493
17.013
17.476
17.013
17.424
17.476
17.476
17.476
17.476
17.424
17.013
17.013
17.407
17.424
17.013
16.996
17.013
16.996
17.013
17.013
17.424
17.013
17.013
17.013
17.013
17.407
17.407
17.424
17.424
17.476
17.424
17.476
17.424
17.013
17.013
17.476
17.407
17.424
17.424
17.476
17.424
17.476
17.476
17.424
17.476
17.424
17.476
17.476
17.476
17.476
17.424
17.424
17.013
17.476
17.476
17.476
17.013
17.476
17.476
17.476
17.476
17.476
17.493
17.476
17.459
17.424
17.476
17.476
17.030
17.476
17.064
17.064
17.064
17.064
17.064
17.476
17.064
17.064
17.476
17.493
17.064
17.064
17.064
17.476
17.476
17.493
17.476
17.476
17.064
17.064
17.064
17.493
17.064
17.476
17.476
17.064
17.030
17.493
17.064
17.493
17.493
17.476
17.476
17.493
17.493
17.442
17.476
17.476
17.493
17.476
17.013
17.476
17.476
17.476
17.013
17.493
17.476
17.013
17.424
17.476
17.013
17.476
17.424
17.476
17.476
17.476
17.476
17.013
17.030
17.476
17.476
17.476
17.476
17.476
17.116
17.476
17.493
17.476
17.476
17.442
17.493
17.493
17.064
17.476
17.476
17.064
17.476
17.493
17.476
17.013
17.493
17.493
17.476
17.476
17.013
17.476
17.013
17.476
17.493
17.476
17.476
17.476
17.476
17.476
17.167
17.442
17.476
17.476
17.476
17.476
17.476
17.476
17.476
17.030
17.013
17.424
17.476
17.476
17.476
17.476
17.476
17.476
17.476
17.493
17.476
17.476
17.476
17.424
17.424
17.476
17.493
17.476
17.476
17.476
17.476
17.013
17.476
17.476
17.424
17.013
17.424
17.424
17.424
17.424
17.424
17.424
17.013
17.013
17.013
17.013
17.013
17.013
17.013
16.996
17.013
17.407
17.424
17.013
17.013
17.013
17.424
17.424
16.996
17.013
17.424
17.013
17.013
17.013
17.013
17.013
17.424
16.996
17.013
16.996
16.996
16.996
16.996
17.407
17.013
16.996
16.996
17.013
16.996
17.424
16.996
16.996
16.996
17.013
16.996
17.013
17.407
16.996
16.996
17.013
17.013
17.424
17.013
17.013
16.996
17.013
17.013
17.407
17.013
17.013
17.424
16.996
17.013
17.424
17.424
17.424
17.407
16.996
17.013
17.013
16.996
17.013
16.996
17.013
17.424
17.476
17.424
16.996
16.996
17.013
17.013
17.013
17.013
16.996
16.996
17.013
17.013
16.996
16.996
16.996
17.030
16.996
16.996
17.013
16.996
16.996
17.013
16.996
17.013
17.013
17.047
17.116
17.030
17.013
16.996
17.013
17.013
16.996
16.996
17.013
17.013
16.996
17.013
17.013
17.013
17.013
17.013
17.013
17.013
17.013
17.013
17.013
17.013
17.013
17.013
16.996
17.013
17.013
16.996
17.013
17.013
17.013
17.013
16.996
16.996
17.013
17.013
17.013
17.013
16.996
17.013
17.013
17.013
16.996
17.013
17.013
16.996
17.013
16.996
16.996
17.013
17.013
17.013
17.013
17.013
16.996
17.013
16.996
17.407
17.013
17.013
17.013
17.476
17.476
17.476
17.476
17.476
17.476
17.424
17.476
17.013
17.476
17.424
17.476
17.476
17.493
17.013
17.476
17.476
17.424
17.476
17.476
17.476
17.476
17.013
17.476
17.476
17.013
17.476
17.424
17.476
17.476
17.476
17.476
17.493
17.476
17.476
17.476
17.013
17.476
17.476
17.493
17.476
17.476
17.476
17.476
17.476
17.476
17.476
17.476
17.476
17.476
17.476
16.996
17.476
17.424
17.013
17.013
17.407
17.013
17.013
17.476
17.013
17.476
17.476
17.424
17.013
17.424
17.476
17.424
17.476
17.424
17.476
17.476
17.424
17.476
17.476
